source,target
hilyaaf,PKSJaksel
hilyaaf,PKSJaksel
hilyaaf,PKSJaksel
hilyaaf,PKSJaksel
hilyaaf,PKSJaksel
khairulumuri13,sandiuno
hilyaaf,PKSJaksel
hilyaaf,PKSJaksel
hilyaaf,PKSJaksel
hilyaaf,PKSJaksel
hilyaaf,PKSJaksel
havaraez,sandiuno
hilyaaf,PKSJaksel
hilyaaf,PKSJaksel
ifson,PKSJakarta
kumalasan_dy,Yoshuapar
Rezasalihuddin,Yoshuapar
diannyanna90,Yoshuapar
aisharana_,Yoshuapar
aliframadhani37,gerilyapolitik
RakyatJ87169522,arikosrie
mamahima1412,PKSejahtera
mamahima1412,Gerindra
mamahima1412,ChikiFawzi
hilyaaf,PKSJakarta
AnangMastolka,pandji
Hendra_Alamin,PKSJakarta
hilyaaf,sandiuno
hilyaaf,sandiuno
PlasmaJaksel,aliffriendy
PlasmaJaksel,PlasmaJaksel
asundamai,RustamIbrahim
BeritaAnieSandi,AndiDarmawan80
BeritaAnieSandi,PKSJakarta
fauzanrahmawan1,pandji
riosidjabat,Takviri
paknov,BeritaAnieSandi
_susan90,sandiuno
muthmaiin,aliffriendy
muthmaiin,PlasmaJaksel
muthmaiin,PKSJakarta
mamahima1412,pandji
muthmaiin,AndiDarmawan80
_susan90,PKSJakarta
MS_Fialmar,haris_zr
avid_ishak,sandiuno
AMFaathir2,BeritaAnieSandi
AliSiagian,BeritaAnieSandi
_susan90,Anggita_salim
romdhananas,PKSJakarta
SGM_cules,badjakarta
DanielLumban82,yusuf_dumdum
_susan90,Komaini_ahmad24
_susan90,fhadelkamnie
_susan90,BeritaAnieSandi
Heyontha,sandiuno
donirahmatzzz1,sandiuno
AsmaraFeby,sandiuno
FarahUlfa4,sandiuno
anandasafitriz1,sandiuno
Ananda30347355,sandiuno
abdulmalikzzz99,sandiuno
SeptiaD18452554,sandiuno
dwi_kurmala,sandiuno
kurmala_dwi,sandiuno
fadilla_mesa,sandiuno
asmara_feby,sandiuno
dinda_rohana,sandiuno
AhmadPutraRama3,Anggita_salim
CikitaCikita3,Anggita_salim
Gusnandar17,Anggita_salim
Desidesi02,Anggita_salim
Niaramasita1,Anggita_salim
atunpitun3,Anggita_salim
Ageunk5,Anggita_salim
Airlangga033,Anggita_salim
timasa03,Anggita_salim
encep_su,Anggita_salim
pak_kardijek,Anggita_salim
MamatSolohin,Anggita_salim
tikalina3,Anggita_salim
sarah_idaman,Anggita_salim
WahhabiccJATENG,yusuf_dumdum
dwi_kurmala,sandiuno
Ananda30347355,sandiuno
FarahUlfa4,sandiuno
kurmala_dwi,sandiuno
AsmaraFeby,sandiuno
anandasafitriz1,sandiuno
fadilla_mesa,sandiuno
asmara_feby,sandiuno
SeptiaD18452554,sandiuno
abdulmalikzzz99,sandiuno
dinda_rohana,sandiuno
donirahmatzzz1,sandiuno
ZanuarDwiHU,sandiuno
lelaapriliani2,sandiuno
kurniasarih2,sandiuno
febbirizky77,sandiuno
amelialestarii2,sandiuno
yuniaherawati77,sandiuno
diananurkhotim2,sandiuno
raisarachma71,sandiuno
windayuniarsih7,sandiuno
lindamelani12,sandiuno
melatiisukma77,sandiuno
citraanjani777,sandiuno
risdaazahra77,sandiuno
siskaputrianin1,sandiuno
devitapermata20,sandiuno
putrisanpriand2,sandiuno
anakbetawi1000,inilahdotcom
t_timandrew,topelucky
_susan90,PKSJaksel
_susan90,PKSJaksel
achbarfalt,pandji
_susan90,PKSJaksel
raisarachma71,sandiuno
windayuniarsih7,sandiuno
kurniasarih2,sandiuno
yuniaherawati77,sandiuno
febbirizky77,sandiuno
lelaapriliani2,sandiuno
devitapermata20,sandiuno
siskaputrianin1,sandiuno
amelialestarii2,sandiuno
citraanjani777,sandiuno
melatiisukma77,sandiuno
diananurkhotim2,sandiuno
putrisanpriand2,sandiuno
risdaazahra77,sandiuno
lindamelani12,sandiuno
_susan90,PKSJaksel
_susan90,PKSJaksel
_susan90,warungkopioke_
zachdyi,anakbetawi1000
zachdyi,inilahdotcom
Rizky_Juns,BeritaAnieSandi
_susan90,fhadelkamnie
_susan90,Gerindra
_susan90,JktMajuBersama
malam_3,PKS_Jaktim
_susan90,pandji
AMFaathir2,MasnurMarzuki
ToriRiyadi,BeritaAnieSandi
anakbetawi1000,inilahdotcom
arif_firmans7,MasnurMarzuki
anakbetawi1000,inilahdotcom
michaelmangowal,MasnurMarzuki
alifrasil,sandiuno
JaySoetija,airakaz
pinkanhasibuan1,sandiuno
LayungChan,sandiuno
zapinrenggo,sandiuno
ayudekarnati,sandiuno
dewinisaka,sandiuno
sandiunosatu,sandiuno
ririrakiri,sandiuno
destiarakarti,sandiuno
LUTHFU1990,GunRomli
sandiunosatu,sandiuno
ayudekarnati,sandiuno
pinkanhasibuan1,sandiuno
ririrakiri,sandiuno
destiarakarti,sandiuno
LayungChan,sandiuno
dewinisaka,sandiuno
zapinrenggo,sandiuno
anakbetawi1000,inilahdotcom
alayyubichoir,sandiuno
Rizky_Juns,BeritaAnieSandi
anakbetawi1000,inilahdotcom
LeonardusYap,yusuf_dumdum
press_jongos,AbbasFirman
Rizky_Juns,SalamBersama
ZainabDatu,Metro_TV
anakbetawi1000,inilahdotcom
JaySoetija,airakaz
azam_nkri,aniesbaswedan
roysagala,RelawanPrabowo
chondor_dwi,MasnurMarzuki
anakbetawi1000,inilahdotcom
zachdyi,anakbetawi1000
zachdyi,anakbetawi1000
zachdyi,anakbetawi1000
zachdyi,anakbetawi1000
zachdyi,anakbetawi1000
anakbetawi1000,inilahdotcom
SuyonoMukhlis,Kerja4AS
gilang_pram7,Kerja4AS
SelenaMawar,Kerja4AS
iksan_sitompul,Kerja4AS
WienaBagus,Kerja4AS
lian_matondang,Kerja4AS
roni_blus,Kerja4AS
amir_ozan,Kerja4AS
slamet_ading,Kerja4AS
angki_anggoro,Kerja4AS
arief_kotay,Kerja4AS
lintang_basuki,Kerja4AS
MaknaNajwa,cumarachel
kata_sandiuno,Kerja4AS
asep_slay,Kerja4AS
Margaretshiloam,Kerja4AS
mukhlis_suyono,Kerja4AS
baim_pradan,Kerja4AS
fhadelkamnie,Kerja4AS
Fadel_Uno,Kerja4AS
anakbetawi1000,inilahdotcom
rifkiagung,sandiuno
anakbetawi1000,inilahdotcom
Hhanaa125,sandiuno
iqbalanshori,sandiuno
eMasRuhiyat,PKS_PSREBO
igoenkartaka,PLASMA_JKT
eMasRuhiyat,PKS_Jaktim
defria19,pandji
pks_batola,pksart
pks_batola,JktMajuBersama
pks_batola,Gerindra
pks_batola,PKSejahtera
_susan90,Kerja4AS
_bimbimbim,MaknaNajwa
_bimbimbim,cumarachel
capoenk19,MaknaNajwa
capoenk19,cumarachel
_e_lex,MaknaNajwa
_e_lex,cumarachel
L_sheenta,MaknaNajwa
L_sheenta,cumarachel
tashajameela,MaknaNajwa
tashajameela,cumarachel
masayu_retno,MaknaNajwa
masayu_retno,cumarachel
sayadevia,MaknaNajwa
sayadevia,cumarachel
ng_rangga,MaknaNajwa
ng_rangga,cumarachel
ayurveda_32,MaknaNajwa
ayurveda_32,cumarachel
IntanSavitri20,MaknaNajwa
IntanSavitri20,cumarachel
GLembu,MaknaNajwa
GLembu,cumarachel
CingNawie,MaknaNajwa
CingNawie,cumarachel
_wirasat,MaknaNajwa
_wirasat,cumarachel
_meetha,MaknaNajwa
_meetha,cumarachel
momentumakna,MaknaNajwa
momentumakna,cumarachel
dwipa_ngga,MaknaNajwa
dwipa_ngga,cumarachel
_ta_mi,MaknaNajwa
_ta_mi,cumarachel
_oliin,MaknaNajwa
_oliin,cumarachel
balqis_saidah,MaknaNajwa
balqis_saidah,cumarachel
mom_nayla,MaknaNajwa
mom_nayla,cumarachel
_sayarachel,MaknaNajwa
_sayarachel,cumarachel
_wir0,MaknaNajwa
_wir0,cumarachel
rayneeta1,MaknaNajwa
rayneeta1,cumarachel
_ikuur,MaknaNajwa
_ikuur,cumarachel
JTudur,MaknaNajwa
JTudur,cumarachel
silvian_i,MaknaNajwa
silvian_i,cumarachel
pedapapeda,MaknaNajwa
pedapapeda,cumarachel
_ianbastian,MaknaNajwa
_ianbastian,cumarachel
tongbajil_,MaknaNajwa
tongbajil_,cumarachel
ngajakrebut,MaknaNajwa
ngajakrebut,cumarachel
babysilvi_a,MaknaNajwa
babysilvi_a,cumarachel
Natania_Lee,MaknaNajwa
Natania_Lee,cumarachel
romeo_oreo,MaknaNajwa
romeo_oreo,cumarachel
KurawaPange,MaknaNajwa
KurawaPange,cumarachel
durnasan,MaknaNajwa
durnasan,cumarachel
_d3wiq,MaknaNajwa
_d3wiq,cumarachel
jayakatwang10,MaknaNajwa
jayakatwang10,cumarachel
_diarona,MaknaNajwa
_diarona,cumarachel
_nart0,MaknaNajwa
_nart0,cumarachel
anakbetawi1000,inilahdotcom
yas_datuk,sandiuno
AliSiagian,sandiuno
awalihwan,sandiuno
rajawalingepret,RustamIbrahim
andimaipa,YouTube
zachdyi,anakbetawi1000
zachdyi,anakbetawi1000
zachdyi,anakbetawi1000
zachdyi,anakbetawi1000
lediahanifa,sandiuno
yungyeoh,cumarachel
TimDavid4u,Takviri
love_owe,RustamIbrahim
WalterB3njamin,Anggita_salim
AMFaathir2,sandiuno
kesumav,RustamIbrahim
AryaSandhiyudha,sandiuno
lediahanifa,zaka_gold
lediahanifa,inilahdotcom
dhasmy3180,pandji
ronihalim46,RustamIbrahim
bspopenoffice,BeritaAnieSandi
M10Syaf,inilahdotcom
Risma_hans,PakarLogika
lail_khusna,aliffriendy
lail_khusna,PlasmaJaksel
DSjogja,AbbasFirman
M10Syaf,zaka_gold
AbiNadiyah,GeNAM_JKT
YogiRezaUtama,pandji
AbangPoltak,anakbetawi1000
AbangPoltak,inilahdotcom
MissVaniaAmanda,anakbetawi1000
MissVaniaAmanda,inilahdotcom
anandagadis1,anakbetawi1000
bona_rongrong,anakbetawi1000
infoibukota_,anakbetawi1000
tren_masakini,anakbetawi1000
rumahkusatu,anakbetawi1000
anandagadis1,anakbetawi1000
MissVaniaAmanda,anakbetawi1000
AbangPoltak,anakbetawi1000
bona_rongrong,anakbetawi1000
infoibukota_,anakbetawi1000
anandagadis1,anakbetawi1000
I_cHoOtz,sandiuno
dhasmy3180,sandiuno
tren_masakini,anakbetawi1000
bona_rongrong,anakbetawi1000
ny_dkusnandar,zaka_gold
dhasmy3180,sandiuno
MissVaniaAmanda,anakbetawi1000
infoibukota_,anakbetawi1000
anandagadis1,anakbetawi1000
tren_masakini,anakbetawi1000
bona_rongrong,anakbetawi1000
AbangPoltak,anakbetawi1000
pksbantargebang,sandiuno
rumahkusatu,anakbetawi1000
tren_masakini,anakbetawi1000
lail_khusna,sandiuno
YogiRezaUtama,pandji
ny_dkusnandar,inilahdotcom
nur_fatmah,zaka_gold
YogiRezaUtama,pandji
dhasmy3180,afinabunda
aliffriendy,Kurniaw73650698
aliffriendy,PlasmaJaksel
marcel_prawira,RustamIbrahim
dhasmy3180,dimas_ui
AliSiagian,JktMajuBersama
AliSiagian,cumarachel
AliSiagian,Reiza_Patters
_susan90,topelucky
gelorajihad,Gerindra
lovebird_hanger,PakarLogika
eliya_mkom,Heine_Nababan
pksbantargebang,inilahdotcom
kasepth,Heine_Nababan
BangkitBelaNKRI,Takviri
rifkiagung,pandji
malisibro,sandiuno
malisibro,PLASMA_JKT
ekoyuniarto,cowokshalih
ekoyuniarto,cowokshalih
ekoyuniarto,cowokshalih
engadjah,sandiuno
nikenabdillah,pandji
dhanunova,pandji
M_ZulfikarAli,Dhaniisah
faizallhadi,sandiuno
GendisCantika,topelucky
klikkalbar,sandiuno
relawananies,pandji
doeloiem,aniesbaswedan
doeloiem,sandiuno
GendisCantika,Kerja4AS
Konco_WB,MasnurMarzuki
DediEka6,sandiuno
ferrytry3,sandiuno
PakarLogika,Jovita_SHN
andarobby69,sandiuno
GendisCantika,pandji
GendisCantika,fhadelkamnie
GendisCantika,Gerindra
GendisCantika,JktMajuBersama
GendisCantika,PKSJaksel
GendisCantika,PKSJaksel
GendisCantika,PKSJaksel
GendisCantika,PKSJaksel
GendisCantika,PKSJaksel
GendisCantika,BeritaAnieSandi
Z14FA,Takviri
GendisCantika,fhadelkamnie
GendisCantika,Komaini_ahmad24
GendisCantika,Anggita_salim
GendisCantika,PKSJakarta
surya18official,pandji
ForzaKris,pandji
HerryDharmawan,mouldie_sep
AbaEmir,gojawatimur
GendisCantika,sandiuno
ToriRiyadi,sandiuno
catur_nug,LorisbenMunthe
AbaEmir,gojawatimur
cumarachel,AliSiagian
cumarachel,JktMajuBersama
AbaEmir,gojawatimur
dhanunova,pandji
gaunks1,Heine_Nababan
jeehadielbanna,AliSiagian
jeehadielbanna,JktMajuBersama
sabartsk,sandiuno
fajar220191,Heine_Nababan
cumarachel,PKS_PSREBO
destilaras13,sandiuno
wahyuramadhan88,fhadelkamnie
bangmis,sandiuno
catur_nug,sandiuno
xanitasaniax,pandji
alula_afa,pandji
adirafai,pandji
abelleonie7,pandji
KadinArnan,pandji
jordy_filemon,pandji
ozora_bagas,pandji
lunaradinkalr,pandji
jnajasmine,pandji
kzkaylakz,pandji
SyifaNisP,pandji
bcakra_,pandji
fah_ri_p,pandji
PutraHasbi13,pandji
zpdavina,pandji
cumarachel,m5yakir
catur_nug,topelucky
novalpintar,sandiuno
jeehadielbanna,MaknaNajwa
jeehadielbanna,cumarachel
cumarachel,m5yakir
catur_nug,PKSJakarta
PresidenJasmev,m5yakir
mochram,m5yakir
cumarachel,Anggita_salim
IfSmileimam,sandiuno
JodyFhero,m5yakir
catur_nug,pandji
arifin_interist,sandiuno
bayu_orenz,sandiuno
zaka_gold,wanksz
zaka_gold,zaka_gold
weakperson2,sandiuno
zaka_gold,AlekAmang
yudho_getrock,Heine_Nababan
zaka_gold,sasa_feriska
zaka_gold,aniesbaswedan
ranggaprastiko,sandiuno
BudiUsman7,bangjeck
AdelioOrlando,bangjeck
Saadelih,bangjeck
arieef86,bangjeck
bam_bang79,bangjeck
maariiisaaa,bangjeck
Rojaliih,bangjeck
ini_rida,bangjeck
AbinayaBasupatl,bangjeck
Cecep_Sunardi1,bangjeck
jooh_aan,bangjeck
ayudewi82,bangjeck
Bella_chan88,bangjeck
dewi_ayu87,bangjeck
rudii_setiawann,bangjeck
pak_sonny,bangjeck
Shannty_cute,bangjeck
ireene79,bangjeck
rojaaak,bangjeck
Muh_Riza9,bangjeck
youniie88,bangjeck
shinta_mu,bangjeck
hai_kaal,bangjeck
Ayip_syaripudin,bangjeck
laily0292,bangjeck
siska_ayu7,bangjeck
MuhRifaaai,bangjeck
wahyuwijanark0,bangjeck
thiiiiika,bangjeck
JoncyJonacta,BeritaAnieSandi
vivisuitsuit,PKSJakarta
rudy_hendratno,topelucky
LukyPratama_9,sandiuno
BarengSandiaga,sandiuno
rudy_hendratno,sandiuno
cumarachel,topelucky
salmanfadilah6,anggie30996
azoel_together,Heine_Nababan
fajr_fatahillah,m5yakir
arfantejha_ats,Heine_Nababan
haqi11official,Anggita_salim
BaihaqiBudiman,Anggita_salim
karyawanaspan,Anggita_salim
MajuBersamaNo3,Anggita_salim
haqityas,Anggita_salim
Hendra_Alamin,Anggita_salim
karyawanaspan,m5yakir
BaihaqiBudiman,m5yakir
MajuBersamaNo3,m5yakir
haqi11official,m5yakir
haqityas,m5yakir
haqi11official,m5yakir
BaihaqiBudiman,m5yakir
karyawanaspan,m5yakir
haqityas,m5yakir
MajuBersamaNo3,m5yakir
duta_kurniawan,Heine_Nababan
MajuBersamaNo3,magendajuang
karyawanaspan,magendajuang
haqityas,magendajuang
haqi11official,magendajuang
BaihaqiBudiman,magendajuang
herumilambe,sandiuno
haqi11official,PKS_PSREBO
karyawanaspan,PKS_PSREBO
MajuBersamaNo3,PKS_PSREBO
BaihaqiBudiman,PKS_PSREBO
haqityas,PKS_PSREBO
karyawanaspan,AliSiagian
karyawanaspan,JktMajuBersama
haqityas,AliSiagian
haqityas,JktMajuBersama
haqi11official,AliSiagian
haqi11official,JktMajuBersama
MajuBersamaNo3,AliSiagian
MajuBersamaNo3,JktMajuBersama
BaihaqiBudiman,AliSiagian
BaihaqiBudiman,JktMajuBersama
PKSJakarta,sandiuno
Juragantahu86,sandiuno
acengulu,pandji
LuckyFK1,RustamIbrahim
mahdlarmy,m5yakir
haqi11official,MaknaNajwa
haqi11official,cumarachel
karyawanaspan,MaknaNajwa
karyawanaspan,cumarachel
MajuBersamaNo3,MaknaNajwa
MajuBersamaNo3,cumarachel
BaihaqiBudiman,MaknaNajwa
BaihaqiBudiman,cumarachel
haqityas,MaknaNajwa
haqityas,cumarachel
BaihaqiBudiman,PKS_PSREBO
MajuBersamaNo3,PKS_PSREBO
karyawanaspan,PKS_PSREBO
haqi11official,PKS_PSREBO
haqityas,PKS_PSREBO
BobyIrva,RustamIbrahim
dinaiyel,Anggita_salim
dinaiyel,m5yakir
anakjakarte_,pandji
PKSJakarta,PKS_PSREBO
khaier_MU,pandji
dinaiyel,PKS_PSREBO
wahyuhidayati7,sandiuno
faridjw05,BeritaAnieSandi
Hendra_Alamin,topelucky
MajuBersamaNo3,topelucky
haqityas,topelucky
haqi11official,topelucky
karyawanaspan,topelucky
BaihaqiBudiman,topelucky
faridjw05,BeritaAnieSandi
Cemenk731,MasnurMarzuki
faridjw05,BeritaAnieSandi
relawananies,sandiuno
M10Syaf,PKS_PSREBO
dhasmy3180,PKS_PSREBO
JerryHarjadi,Takviri
laodesahrulan,Partai_Gerindra
laodesahrulan,kerja4as_uno
dhasmy3180,Heine_Nababan
dhasmy3180,PKS_PSREBO
_sarahlazuardy,pandji
MichaelAltis,pandji
christyyyandra,pandji
_athalladhanes,pandji
_rengganis93,pandji
anakpantaiyoman,pandji
DitaSinarbulan,pandji
hidayatdirman,pandji
diditsuhendraaa,pandji
kejorarajo,pandji
DhanetoD,pandji
silabanrudii,pandji
andrewnugrohooo,pandji
REkosoleh,pandji
bintkecil,pandji
azmil_wayong,pandji
RavsanFahry,pandji
thejack_x,pandji
ghifary_winata,pandji
NouraGempita,pandji
kusnigituloh,pandji
sintasolihin3,pandji
kurnia_radja,pandji
mucharamsaid3,pandji
ranamaharani_,pandji
adiisme,m5yakir
jugovic9,sandiuno
KarismaJakarta,sandiuno
KarismaJakarta,sandiuno
gianislav_,sandiuno
miekolasaputra,sandiuno
246e0159066948e,sandiuno
farididoev,sandiuno
yantosmart,pandji
Muh_Indraaaaa,PLASMA_JKT
awal_nmz,banucilangkap
awal_nmz,PeduliCikoko
awal_nmz,PKS_PSREBO
Albert31nstein,YamchaGara
tatang777,sandiuno
destiarakarti,aniesbaswedan
dinaiyel,topelucky
RembolistaSae,bayprio
adi_dazzz,marisajkt89
ImAfand,topelucky
awal_nmz,mocacoklat
abifayiz,sandiuno
LudwigFeuerbac,Anggita_salim
cagubcurang,marisajkt89
brotherfree1ndo,m5yakir
cagubcurang,han_fahmi
awal_nmz,pandji
ambodalle,sandiuno
rahsmartmulyadi,sandiuno
ambodalle,PeduliCikoko
MichaelAltis,fhadelkamnie
MichaelAltis,Gerindra
MichaelAltis,JktMajuBersama
_sarahlazuardy,fhadelkamnie
_sarahlazuardy,Gerindra
_sarahlazuardy,JktMajuBersama
anakpantaiyoman,fhadelkamnie
anakpantaiyoman,Gerindra
anakpantaiyoman,JktMajuBersama
azmil_wayong,fhadelkamnie
azmil_wayong,Gerindra
azmil_wayong,JktMajuBersama
diditsuhendraaa,fhadelkamnie
diditsuhendraaa,Gerindra
diditsuhendraaa,JktMajuBersama
ghifary_winata,fhadelkamnie
ghifary_winata,Gerindra
ghifary_winata,JktMajuBersama
_athalladhanes,fhadelkamnie
_athalladhanes,Gerindra
_athalladhanes,JktMajuBersama
kejorarajo,fhadelkamnie
kejorarajo,Gerindra
kejorarajo,JktMajuBersama
christyyyandra,fhadelkamnie
christyyyandra,Gerindra
christyyyandra,JktMajuBersama
bintkecil,fhadelkamnie
bintkecil,Gerindra
bintkecil,JktMajuBersama
NouraGempita,fhadelkamnie
NouraGempita,Gerindra
NouraGempita,JktMajuBersama
thejack_x,fhadelkamnie
thejack_x,Gerindra
thejack_x,JktMajuBersama
kusnigituloh,fhadelkamnie
kusnigituloh,Gerindra
kusnigituloh,JktMajuBersama
andrewnugrohooo,fhadelkamnie
andrewnugrohooo,Gerindra
andrewnugrohooo,JktMajuBersama
mucharamsaid3,fhadelkamnie
mucharamsaid3,Gerindra
mucharamsaid3,JktMajuBersama
ranamaharani_,fhadelkamnie
ranamaharani_,Gerindra
ranamaharani_,JktMajuBersama
sintasolihin3,fhadelkamnie
sintasolihin3,Gerindra
sintasolihin3,JktMajuBersama
kurnia_radja,fhadelkamnie
kurnia_radja,Gerindra
kurnia_radja,JktMajuBersama
silabanrudii,fhadelkamnie
silabanrudii,Gerindra
silabanrudii,JktMajuBersama
RavsanFahry,fhadelkamnie
RavsanFahry,Gerindra
RavsanFahry,JktMajuBersama
_rengganis93,fhadelkamnie
_rengganis93,Gerindra
_rengganis93,JktMajuBersama
REkosoleh,fhadelkamnie
REkosoleh,Gerindra
REkosoleh,JktMajuBersama
DhanetoD,fhadelkamnie
DhanetoD,Gerindra
DhanetoD,JktMajuBersama
hidayatdirman,fhadelkamnie
hidayatdirman,Gerindra
hidayatdirman,JktMajuBersama
DitaSinarbulan,fhadelkamnie
DitaSinarbulan,Gerindra
DitaSinarbulan,JktMajuBersama
MasGun06,BeritaAnieSandi
awalihwan,chirpstory
abangsandi2017,sandiuno
abangsandi2017,sandiuno
Kitobasudaro,sandiuno
AliAljabar1,sandiuno
ismoch1952,didienAZHAR
ridwanrachmadi,pandji
swaraku98,sandiuno
AliSiagian,BeritaAnieSandi
KurniaPWijaya,ArifBara_DKI
jessearif,m5yakir
rieza_interisti,sandiuno
DikEwinK,BeritaAnieSandi
ilhampamuji3,sandiuno
Bi_ma_bima,BeritaAnieSandi
JktMajuBersama,AliSiagian
JktMajuBersama,JktMajuBersama
adirafai,sandiuno
fah_ri_p,sandiuno
SyifaNisP,sandiuno
kzkaylakz,sandiuno
bcakra_,sandiuno
ozora_bagas,sandiuno
jnajasmine,sandiuno
abelleonie7,sandiuno
jordy_filemon,sandiuno
KadinArnan,sandiuno
xanitasaniax,sandiuno
PutraHasbi13,sandiuno
alula_afa,sandiuno
zpdavina,sandiuno
lunaradinkalr,sandiuno
mkusumawijaya,AliSiagian
mkusumawijaya,JktMajuBersama
zachdyi,andimaipa
zachdyi,YouTube
roysagala,AliSiagian
roysagala,JktMajuBersama
PutraHasbi13,sandiuno
KadinArnan,sandiuno
alula_afa,sandiuno
fah_ri_p,sandiuno
ozora_bagas,sandiuno
jnajasmine,sandiuno
bcakra_,sandiuno
lunaradinkalr,sandiuno
zpdavina,sandiuno
SyifaNisP,sandiuno
xanitasaniax,sandiuno
abelleonie7,sandiuno
kzkaylakz,sandiuno
jordy_filemon,sandiuno
adirafai,sandiuno
jessearif,topelucky
73Zein,chirpstory
RembolistaSae,Heine_Nababan
Ananda57844428,PKS_PSREBO
jessearif,96hidup
mirkay10,sandiuno
jessearif,Anggita_salim
AliSiagian,cumarachel
AliSiagian,Reiza_Patters
246e0159066948e,AliSiagian
246e0159066948e,JktMajuBersama
jessearif,fhadelkamnie
jessearif,Gerindra
jessearif,JktMajuBersama
ayatsense,sandiuno
Iman_Ratra,sandiuno
MasnurMarzuki,AR0780
nilamerah1,PeduliCikoko
amyrahmii_,sandiuno
Atthaa,AR0780
AdiNugrooz,mamahima1412
rifkiagung,BeritaAnieSandi
Berjuang12344,m5yakir
Berjuang12344,m5yakir
kurama_rama,sandiuno
SalmanAfaridzi,AR0780
nilamerah1,PKS_PSREBO
Berjuang12344,pandji
Berjuang12344,NiaNawilan
awal_nmz,AliSiagian
awal_nmz,JktMajuBersama
irfanka98,sandiuno
Mas_HasbiA,sandiuno
irfanka98,pandji
Kurniaw6Herlina,RustamIbrahim
thisisandri,sandiuno
cagubcurang,xanitasaniax
gembel68,Heine_Nababan
en_setiawan,sandiuno
prasetyoagung04,sandiuno
andrewnugrohooo,PKSJakarta
_rengganis93,PKSJakarta
christyyyandra,PKSJakarta
_sarahlazuardy,PKSJakarta
bintkecil,PKSJakarta
DitaSinarbulan,PKSJakarta
MichaelAltis,PKSJakarta
silabanrudii,PKSJakarta
azmil_wayong,PKSJakarta
NouraGempita,PKSJakarta
anakpantaiyoman,PKSJakarta
mucharamsaid3,PKSJakarta
sintasolihin3,PKSJakarta
hidayatdirman,PKSJakarta
_athalladhanes,PKSJakarta
thejack_x,PKSJakarta
ranamaharani_,PKSJakarta
kejorarajo,PKSJakarta
DhanetoD,PKSJakarta
RavsanFahry,PKSJakarta
REkosoleh,PKSJakarta
diditsuhendraaa,PKSJakarta
kurnia_radja,PKSJakarta
ghifary_winata,PKSJakarta
latifapit,PKS_PSREBO
utomo_y,AnakBetawie_
lawanprovokator,Takviri
maula679,AliSiagian
maula679,JktMajuBersama
latifapit,PKSJakarta
DitaSinarbulan,PKS_PSREBO
_rengganis93,PKS_PSREBO
MichaelAltis,PKS_PSREBO
anakpantaiyoman,PKS_PSREBO
_athalladhanes,PKS_PSREBO
DhanetoD,PKS_PSREBO
azmil_wayong,PKS_PSREBO
thejack_x,PKS_PSREBO
bintkecil,PKS_PSREBO
_sarahlazuardy,PKS_PSREBO
kusnigituloh,PKS_PSREBO
sintasolihin3,PKS_PSREBO
RavsanFahry,PKS_PSREBO
kurnia_radja,PKS_PSREBO
mucharamsaid3,PKS_PSREBO
christyyyandra,PKS_PSREBO
kejorarajo,PKS_PSREBO
hidayatdirman,PKS_PSREBO
andrewnugrohooo,PKS_PSREBO
silabanrudii,PKS_PSREBO
NouraGempita,PKS_PSREBO
ranamaharani_,PKS_PSREBO
REkosoleh,PKS_PSREBO
ghifary_winata,PKS_PSREBO
diditsuhendraaa,PKS_PSREBO
andrewnugrohooo,PKS_PSREBO
tinivvahyuni,sandiuno
ssirah,ayahnyafaris
Qisya_43878,sandiuno
suparmanruslan,ayahnyafaris
neni_suhenin77,ishakjuhairi
anonsynth,ayahnyafaris
en_setiawan,Heine_Nababan
dmurwani,PKS_PSREBO
tangguheka,sandiuno
Mutitem,sandiuno
RembolistaSae,ayahnyafaris
dira073,Anggita_salim
Firdhalila,aniesbaswedan
Firdhalila,sandiuno
_athalladhanes,Kerja4AS
andrewnugrohooo,Kerja4AS
anakpantaiyoman,Kerja4AS
kejorarajo,Kerja4AS
azmil_wayong,Kerja4AS
bintkecil,Kerja4AS
diditsuhendraaa,Kerja4AS
christyyyandra,Kerja4AS
kurnia_radja,Kerja4AS
_sarahlazuardy,Kerja4AS
DitaSinarbulan,Kerja4AS
BuddySatriaz,ayahnyafaris
hidayatdirman,Kerja4AS
silabanrudii,Kerja4AS
ranamaharani_,Kerja4AS
mucharamsaid3,Kerja4AS
ghifary_winata,Kerja4AS
MichaelAltis,Kerja4AS
REkosoleh,Kerja4AS
_rengganis93,Kerja4AS
kusnigituloh,Kerja4AS
sintasolihin3,Kerja4AS
DhanetoD,Kerja4AS
RavsanFahry,Kerja4AS
NouraGempita,Kerja4AS
thejack_x,Kerja4AS
syech_adink,AR0780
zachdyi,neni_suhenin77
zachdyi,ishakjuhairi
zachdyi,Firdhalila
zachdyi,aniesbaswedan
zachdyi,sandiuno
lootvi,ayahnyafaris
zakariija,anggie30996
rifHidayatulloh,Andhika_pribadi
